PepID,AMPLabel,Prob
A00701,1,0.77
A00702,1,0.92
A00703,0,0.0
A00704,0,0.0
A00705,1,0.97
A00706,0,0.0
A00707,0,0.0
A00708,1,0.98
A00709,0,0.0
A00710,1,0.8200000000000001
A00711,1,0.95
A00712,1,0.96
A00713,0,0.0
A00714,0,0.0
A00715,0,0.0
A00716,0,0.0
A00717,0,0.0
A00718,0,0.0
A00719,1,0.9299999999999999
A00720,0,0.0
A00721,0,0.0
A00722,0,0.0
A00723,0,0.0
A00724,0,0.0
A00725,1,1.0
A00726,0,0.0
A00727,0,0.0
A00728,0,0.0
A00729,0,0.0
A00730,0,0.0
A00731,1,0.87
A00732,0,0.0
A00733,0,0.0
A00734,0,0.0
A00735,0,0.0
A00736,0,0.0
A00737,0,0.0
A00738,0,0.0
A00739,0,0.0
A00740,0,0.0
A00741,1,0.95
A00742,0,0.0
A00743,1,0.9299999999999999
A00744,1,0.99
A00745,1,1.0
A00746,0,0.0
A00747,0,0.0
A00748,0,0.0
A00749,0,0.0
A00750,1,0.97
A00751,0,0.0
A00752,0,0.0
A00753,0,0.0
A00754,0,0.0
A00755,0,0.0
A00756,0,0.0
A00757,1,0.9
A00758,1,0.9
A00759,0,0.0
A00760,0,0.0
A00761,0,0.0
A00762,0,0.0
A00763,0,0.0
A00764,0,0.0
A00765,0,0.0
A00766,0,0.0
A00767,1,0.98
A00768,0,0.0
A00769,0,0.0
A00770,0,0.0
A00771,0,0.0
A00772,0,0.0
A00773,0,0.0
A00774,0,0.0
A00775,0,0.0
A00776,0,0.0
A00777,1,0.94
A00778,0,0.0
A00779,1,1.0
A00780,0,0.0
A00781,0,0.0
A00782,0,0.0
A00783,1,0.88
A00784,0,0.0
A00785,0,0.0
A00786,0,0.0
A00787,0,0.0
A00788,0,0.0
A00789,1,0.88
A00790,0,0.0
A00791,0,0.0
A00792,0,0.0
A00793,0,0.0
A00794,1,0.99
A00795,0,0.0
A00796,0,0.0
A00797,0,0.0
A00798,0,0.0
A00799,1,1.0
A00800,1,1.0
A00801,1,0.88
A00802,0,0.0
A00803,1,0.9299999999999999
A00804,0,0.0
A00805,0,0.0
A00806,0,0.0
A00807,0,0.0
A00808,0,0.0
A00809,0,0.0
A00810,0,0.0
A00811,0,0.0
A00812,0,0.0
A00813,0,0.0
A00814,0,0.0
A00815,0,0.0
A00816,0,0.0
A00817,1,0.87
A00818,0,0.0
A00819,0,0.0
A00820,1,1.0
A00821,0,0.0
A00822,1,1.0
A00823,1,1.0
A00824,1,1.0
A00825,0,0.0
A00826,0,0.0
A00827,1,0.99
A00828,1,1.0
A00829,1,0.97
A00830,0,0.0
A00831,1,1.0
A00832,1,0.96
A00833,1,0.95
A00834,0,0.0
A00835,1,0.98
A00836,0,0.0
A00837,1,0.9299999999999999
A00838,0,0.0
A00839,0,0.0
A00840,0,0.0
A00841,0,0.0
A00842,0,0.0
A00843,0,0.0
A00844,0,0.0
A00845,0,0.0
A00846,0,0.0
A00847,0,0.0
A00848,1,1.0
A00849,1,0.86
A00850,1,1.0
A00851,0,0.0
A00852,1,1.0
A00853,0,0.0
A00854,1,0.88
A00855,0,0.0
A00856,0,0.0
A00857,0,0.0
A00858,0,0.0
A00859,0,0.0
A00860,0,0.0
A00861,0,0.0
A00862,0,0.0
A00863,0,0.0
A00864,0,0.0
A00865,1,1.0
A00866,1,1.0
A00867,0,0.0
A00868,0,0.0
A00869,0,0.0
A00870,0,0.0
A00871,0,0.0
A00872,0,0.0
A00873,0,0.0
A00874,0,0.0
A00875,0,0.0
A00876,0,0.0
A00877,0,0.0
A00878,0,0.0
A00879,0,0.0
A00880,0,0.0
A00881,0,0.0
A00882,0,0.0
A00883,0,0.0
A00884,1,0.99
A00885,1,0.9
A00886,0,0.0
A00887,0,0.0
A00888,1,1.0
A00889,0,0.0
A00890,1,0.95
A00891,1,0.88
A00892,1,0.79
A00893,1,0.95
A00894,0,0.0
A00895,0,0.0
A00896,0,0.0
A00897,1,0.92
A00898,0,0.0
A00899,0,0.0
A00900,0,0.0
A00901,1,0.86
A00902,1,0.97
A00903,1,1.0
A00904,1,0.85
A00905,0,0.0
A00906,0,0.0
A00907,0,0.0
A00908,0,0.0
A00909,0,0.0
A00910,1,0.96
A00911,0,0.0
A00913,0,0.0
A00914,0,0.0
A00915,1,1.0
A00916,1,0.91
A00917,0,0.0
A00918,0,0.0
A00919,0,0.0
A00920,0,0.0
A00921,0,0.0
A00922,0,0.0
A00923,1,1.0
A00924,0,0.0
A00925,0,0.0
A00926,1,0.87
A00927,1,0.95
A00928,0,0.0
A00929,1,1.0
A00930,1,1.0
A00931,0,0.0
A00932,0,0.0
A00933,1,0.91
A00934,0,0.0
A00935,0,0.0
A00936,1,0.97
A00937,0,0.0
A00938,0,0.0
A00939,0,0.0
A00940,0,0.0
A00941,0,0.0
A00942,1,0.97
A00943,1,0.9
A00944,1,0.9299999999999999
A00945,0,0.0
A00946,1,0.98
A00947,1,0.72
A00948,0,0.0
A00949,0,0.0
A00950,0,0.0
A00912,-999,-999
A00951,0,0.0
A00952,0,0.0
A00953,0,0.0
A00954,0,0.0
A00955,1,0.88
A00956,1,0.92
A00957,1,0.76
A00958,0,0.0
A00959,1,1.0
A00960,1,0.9299999999999999
A00961,1,0.9299999999999999
A00962,0,0.0
A00963,0,0.0
A00964,0,0.0
A00965,0,0.0
A00966,1,0.98
A00967,0,0.0
A00968,0,0.0
A00969,1,0.92
A00970,0,0.0
A00971,0,0.0
A00972,0,0.0
A00973,0,0.0
A00974,0,0.0
A00975,0,0.0
A00976,1,0.98
A00977,1,0.94
A00978,0,0.0
A00979,1,0.99
A00980,1,0.92
A00981,0,0.0
A00982,0,0.0
A00983,0,0.0
A00984,0,0.0
A00985,1,0.89
A00986,1,0.85
A00987,1,0.79
A00988,0,0.0
A00989,1,1.0
A00990,1,0.99
A00991,1,0.98
A00992,0,0.0
A00993,0,0.0
A00994,0,0.0
A00995,1,0.9
A00996,0,0.0
A00997,0,0.0
A00998,0,0.0
A00999,0,0.0
A01000,0,0.0
