PepID,AMPLabel,Prob
A04424R1,0,0.0
A04424R2,0,0.0
A04424R3,1,1.0
A04425R,0,0.0
A04425R1,0,0.0
A04425R2,1,1.0
A04425R3,0,0.0
A04426R,0,0.0
A04426R1,0,0.0
A04426R2,0,0.0
A04426R3,0,0.0
A04427R,0,0.0
A04427R1,0,0.0
A04427R2,0,0.0
A04427R3,0,0.0
A04428R,0,0.0
A04428R1,0,0.0
A04428R2,0,0.0
A04428R3,0,0.0
A04429R,0,0.0
A04429R1,0,0.0
A04429R2,0,0.0
A04429R3,0,0.0
A04430R,0,0.0
A04430R1,0,0.0
A04430R2,0,0.0
A04430R3,0,0.0
A04431R,0,0.0
A04431R1,0,0.0
A04431R2,0,0.0
A04431R3,0,0.0
A04432R,0,0.0
A04432R1,0,0.0
A04432R2,0,0.0
A04432R3,0,0.0
A04433R,0,0.0
A04433R1,0,0.0
A04433R2,0,0.0
A04433R3,0,0.0
A04434R,0,0.0
A04434R1,0,0.0
A04434R2,0,0.0
A04434R3,0,0.0
A04435R,1,1.0
A04435R1,0,0.0
A04435R2,0,0.0
A04435R3,1,1.0
A04436R,0,0.0
A04436R1,0,0.0
A04436R2,0,0.0
A04436R3,0,0.0
A04437R,1,1.0
A04437R1,0,0.0
A04437R2,0,0.0
A04437R3,0,0.0
A04438R,0,0.0
A04438R1,0,0.0
A04438R2,0,0.0
A04438R3,0,0.0
A04439R,0,0.0
A04439R1,0,0.0
A04439R2,0,0.0
A04439R3,0,0.0
A04440R,0,0.0
A04440R1,0,0.0
A04440R2,0,0.0
A04440R3,0,0.0
A04441R,0,0.0
A04441R1,0,0.0
A04441R2,0,0.0
A04441R3,0,0.0
A04442R,0,0.0
A04442R1,0,0.0
A04442R2,0,0.0
A04442R3,1,1.0
A04443R,1,1.0
A04443R1,0,0.0
A04443R2,0,0.0
A04443R3,1,1.0
A04444R,0,0.0
A04444R1,0,0.0
A04444R2,0,0.0
A04444R3,0,0.0
A04445R,0,0.0
A04445R1,0,0.0
A04445R2,0,0.0
A04445R3,1,1.0
A04446R,0,0.0
A04446R1,0,0.0
A04446R2,0,0.0
A04446R3,0,0.0
A04447R,1,1.0
A04447R1,1,1.0
A04447R2,0,0.0
A04447R3,0,0.0
A04448R,0,0.0
A04448R1,0,0.0
A04448R2,0,0.0
A04448R3,0,0.0
A04449R,0,0.0
A04449R1,0,0.0
A04449R2,0,0.0
A04449R3,1,1.0
A04450R,0,0.0
A04450R1,0,0.0
A04450R2,0,0.0
A04450R3,0,0.0
A04451R,0,0.0
A04451R1,0,0.0
A04451R2,0,0.0
A04451R3,0,0.0
A04452R,0,0.0
A04452R1,0,0.0
A04452R2,0,0.0
A04452R3,0,0.0
A04453R,0,0.0
A04453R1,0,0.0
A04453R2,0,0.0
A04453R3,0,0.0
A04454R,0,0.0
A04454R1,0,0.0
A04454R2,0,0.0
A04454R3,0,0.0
A04455R,0,0.0
A04455R1,0,0.0
A04455R2,0,0.0
A04455R3,0,0.0
A04456R,0,0.0
A04456R1,1,1.0
A04456R2,0,0.0
A04456R3,0,0.0
A04457R,0,0.0
A04457R1,0,0.0
A04457R2,0,0.0
A04457R3,0,0.0
A04458R,0,0.0
A04458R1,0,0.0
A04458R2,0,0.0
A04458R3,0,0.0
A04459R,0,0.0
A04459R1,0,0.0
A04459R2,1,1.0
A04459R3,0,0.0
A04460R,1,1.0
A04460R1,0,0.0
A04460R2,0,0.0
A04460R3,0,0.0
A04461R,0,0.0
A04461R1,0,0.0
A04461R2,1,1.0
A04461R3,0,0.0
A04462R,1,1.0
A04462R1,0,0.0
A04462R2,0,0.0
A04462R3,0,0.0
A04463R,0,0.0
A04463R1,0,0.0
A04463R2,0,0.0
A04463R3,0,0.0
A04464R,0,0.0
A04464R1,0,0.0
A04464R2,0,0.0
A04464R3,0,0.0
A04465R,0,0.0
A04465R1,0,0.0
A04465R2,0,0.0
A04465R3,0,0.0
A04466R,0,0.0
A04466R1,0,0.0
A04466R2,0,0.0
A04466R3,0,0.0
A04467R,0,0.0
A04467R1,0,0.0
A04467R2,0,0.0
A04467R3,0,0.0
A04468R,0,0.0
A04468R1,0,0.0
A04468R2,0,0.0
A04468R3,1,1.0
A04469R,0,0.0
A04469R1,0,0.0
A04469R2,0,0.0
A04469R3,0,0.0
A04470R,0,0.0
A04470R1,0,0.0
A04470R2,0,0.0
A04470R3,0,0.0
A04471R,0,0.0
A04471R1,0,0.0
A04471R2,0,0.0
A04471R3,0,0.0
A04472R,0,0.0
A04472R1,0,0.0
A04472R2,0,0.0
A04472R3,0,0.0
A04473R,0,0.0
A04473R1,0,0.0
A04473R2,0,0.0
A04473R3,0,0.0
A04474R,0,0.0
A04474R1,0,0.0
A04474R2,0,0.0
A04474R3,0,0.0
A04475R,1,1.0
A04475R1,0,0.0
A04475R2,1,1.0
A04475R3,0,0.0
A04476R,0,0.0
A04476R1,0,0.0
A04476R2,0,0.0
A04476R3,0,0.0
A04477R,0,0.0
A04477R1,0,0.0
A04477R2,0,0.0
A04477R3,0,0.0
A04478R,0,0.0
A04478R1,0,0.0
A04478R2,0,0.0
A04478R3,0,0.0
