PepID,AMPLabel,Prob
A05174R1,0,0.0
A05174R2,0,0.0
A05174R3,0,0.0
A05175R,0,0.0
A05175R1,0,0.0
A05175R2,0,0.0
A05175R3,0,0.0
A05176R,0,0.0
A05176R1,0,0.0
A05176R2,0,0.0
A05176R3,0,0.0
A05177R,0,0.0
A05177R1,0,0.0
A05177R2,0,0.0
A05177R3,0,0.0
A05178R,0,0.0
A05178R1,0,0.0
A05178R2,0,0.0
A05178R3,0,0.0
A05179R,0,0.0
A05179R1,0,0.0
A05179R2,0,0.0
A05179R3,0,0.0
A05180R,0,0.0
A05180R1,0,0.0
A05180R2,0,0.0
A05180R3,0,0.0
A05181R,0,0.0
A05181R1,0,0.0
A05181R2,0,0.0
A05181R3,0,0.0
A05182R,0,0.0
A05182R1,0,0.0
A05182R2,0,0.0
A05182R3,0,0.0
A05183R,0,0.0
A05183R1,0,0.0
A05183R2,0,0.0
A05183R3,0,0.0
A05184R,0,0.0
A05184R1,0,0.0
A05184R2,0,0.0
A05184R3,0,0.0
A05185R,0,0.0
A05185R1,0,0.0
A05185R2,0,0.0
A05185R3,0,0.0
A05186R,0,0.0
A05186R1,0,0.0
A05186R2,0,0.0
A05186R3,0,0.0
A05187R,0,0.0
A05187R1,0,0.0
A05187R2,0,0.0
A05187R3,0,0.0
A05188R,0,0.0
A05188R1,0,0.0
A05188R2,0,0.0
A05188R3,1,1.0
A05189R,0,0.0
A05189R1,0,0.0
A05189R2,0,0.0
A05189R3,0,0.0
A05190R,0,0.0
A05190R1,0,0.0
A05190R2,0,0.0
A05190R3,0,0.0
A05191R,0,0.0
A05191R1,0,0.0
A05191R2,0,0.0
A05191R3,0,0.0
A05192R,0,0.0
A05192R1,0,0.0
A05192R2,0,0.0
A05192R3,0,0.0
A05193R,0,0.0
A05193R1,1,1.0
A05193R2,0,0.0
A05193R3,1,1.0
A05194R,0,0.0
A05194R1,1,1.0
A05194R2,0,0.0
A05194R3,0,0.0
A05195R,0,0.0
A05195R1,0,0.0
A05195R2,0,0.0
A05195R3,0,0.0
A05196R,1,1.0
A05196R1,0,0.0
A05196R2,0,0.0
A05196R3,0,0.0
A05197R,0,0.0
A05197R1,0,0.0
A05197R2,0,0.0
A05197R3,0,0.0
A05198R,1,1.0
A05198R1,1,1.0
A05198R2,0,0.0
A05198R3,0,0.0
A05199R,0,0.0
A05199R1,0,0.0
A05199R2,0,0.0
A05199R3,0,0.0
A05200R,0,0.0
A05200R1,0,0.0
A05200R2,0,0.0
A05200R3,0,0.0
A05201R,0,0.0
A05201R1,0,0.0
A05201R2,0,0.0
A05201R3,0,0.0
A05202R,0,0.0
A05202R1,0,0.0
A05202R2,0,0.0
A05202R3,0,0.0
A05203R,0,0.0
A05203R1,0,0.0
A05203R2,0,0.0
A05203R3,0,0.0
A05204R,0,0.0
A05204R1,0,0.0
A05204R2,0,0.0
A05204R3,0,0.0
A05205R,0,0.0
A05205R1,0,0.0
A05205R2,0,0.0
A05205R3,0,0.0
A05206R,0,0.0
A05206R1,0,0.0
A05206R2,0,0.0
A05206R3,0,0.0
A05207R,1,1.0
A05207R1,0,0.0
A05207R2,0,0.0
A05207R3,1,1.0
A05208R,0,0.0
A05208R1,0,0.0
A05208R2,0,0.0
A05208R3,0,0.0
A05209R,0,0.0
A05209R1,0,0.0
A05209R2,0,0.0
A05209R3,0,0.0
A05210R,0,0.0
A05210R1,0,0.0
A05210R2,0,0.0
A05210R3,0,0.0
A05211R,0,0.0
A05211R1,0,0.0
A05211R2,0,0.0
A05211R3,0,0.0
