PepID,AMPLabel,Prob
A03424R1,0,0.0
A03424R2,0,0.0
A03424R3,1,1.0
A03425R,0,0.0
A03425R1,1,1.0
A03425R2,1,1.0
A03425R3,0,0.0
A03426R,0,0.0
A03426R1,0,0.0
A03426R2,0,0.0
A03426R3,0,0.0
A03427R,0,0.0
A03427R1,0,0.0
A03427R2,1,1.0
A03427R3,0,0.0
A03428R,0,0.0
A03428R1,1,1.0
A03428R2,1,1.0
A03428R3,0,0.0
A03429R,0,0.0
A03429R1,0,0.0
A03429R2,0,0.0
A03429R3,0,0.0
A03430R,0,0.0
A03430R1,0,0.0
A03430R2,0,0.0
A03430R3,0,0.0
A03431R,0,0.0
A03431R1,0,0.0
A03431R2,0,0.0
A03431R3,0,0.0
A03432R,0,0.0
A03432R1,0,0.0
A03432R2,0,0.0
A03432R3,0,0.0
A03433R,0,0.0
A03433R1,0,0.0
A03433R2,0,0.0
A03433R3,0,0.0
A03434R,0,0.0
A03434R1,0,0.0
A03434R2,0,0.0
A03434R3,0,0.0
A03435R,0,0.0
A03435R1,0,0.0
A03435R2,0,0.0
A03435R3,0,0.0
A03436R,0,0.0
A03436R1,0,0.0
A03436R2,0,0.0
A03436R3,0,0.0
A03437R,0,0.0
A03437R1,0,0.0
A03437R2,0,0.0
A03437R3,1,1.0
A03438R,0,0.0
A03438R1,0,0.0
A03438R2,0,0.0
A03438R3,0,0.0
A03439R,0,0.0
A03439R1,0,0.0
A03439R2,1,1.0
A03439R3,0,0.0
A03440R,0,0.0
A03440R1,1,1.0
A03440R2,0,0.0
A03440R3,0,0.0
A03441R,1,1.0
A03441R1,1,1.0
A03441R2,0,0.0
A03441R3,1,1.0
A03442R,0,0.0
A03442R1,0,0.0
A03442R2,0,0.0
A03442R3,0,0.0
A03443R,0,0.0
A03443R1,0,0.0
A03443R2,0,0.0
A03443R3,0,0.0
A03444R,0,0.0
A03444R1,0,0.0
A03444R2,0,0.0
A03444R3,0,0.0
A03445R,0,0.0
A03445R1,0,0.0
A03445R2,0,0.0
A03445R3,0,0.0
A03446R,0,0.0
A03446R1,0,0.0
A03446R2,0,0.0
A03446R3,0,0.0
A03447R,0,0.0
A03447R1,0,0.0
A03447R2,0,0.0
A03447R3,0,0.0
A03448R,0,0.0
A03448R1,0,0.0
A03448R2,0,0.0
A03448R3,0,0.0
A03449R,0,0.0
A03449R1,0,0.0
A03449R2,0,0.0
A03449R3,1,1.0
A03450R,0,0.0
A03450R1,0,0.0
A03450R2,0,0.0
A03450R3,0,0.0
A03451R,0,0.0
A03451R1,0,0.0
A03451R2,0,0.0
A03451R3,0,0.0
A03452R,1,1.0
A03452R1,0,0.0
A03452R2,0,0.0
A03452R3,0,0.0
A03453R,0,0.0
A03453R1,0,0.0
A03453R2,0,0.0
A03453R3,0,0.0
A03454R,0,0.0
A03454R1,0,0.0
A03454R2,0,0.0
A03454R3,0,0.0
A03455R,0,0.0
A03455R1,0,0.0
A03455R2,1,1.0
A03455R3,0,0.0
A03456R,0,0.0
A03456R1,0,0.0
A03456R2,0,0.0
A03456R3,0,0.0
A03457R,0,0.0
A03457R1,0,0.0
A03457R2,0,0.0
A03457R3,0,0.0
A03458R,0,0.0
A03458R1,1,1.0
A03458R2,1,1.0
A03458R3,0,0.0
A03459R,0,0.0
A03459R1,0,0.0
A03459R2,0,0.0
A03459R3,0,0.0
A03460R,0,0.0
A03460R1,0,0.0
A03460R2,1,1.0
A03460R3,0,0.0
A03461R,0,0.0
A03461R1,1,1.0
A03461R2,0,0.0
A03461R3,0,0.0
A03462R,0,0.0
A03462R1,0,0.0
A03462R2,0,0.0
A03462R3,0,0.0
A03463R,0,0.0
A03463R1,0,0.0
A03463R2,0,0.0
A03463R3,0,0.0
A03464R,0,0.0
A03464R1,0,0.0
A03464R2,0,0.0
A03464R3,0,0.0
A03465R,0,0.0
A03465R1,0,0.0
A03465R2,0,0.0
A03465R3,0,0.0
A03466R,0,0.0
A03466R1,1,1.0
A03466R2,0,0.0
A03466R3,0,0.0
A03467R,0,0.0
A03467R1,1,1.0
A03467R2,1,1.0
A03467R3,0,0.0
