PepID,AMPLabel,Prob
A01001,0,0.0
A01002,1,1.0
A01003,1,1.0
A01004,1,1.0
A01005,0,0.0
A01006,0,0.0
A01007,1,1.0
A01008,1,1.0
A01009,0,0.0
A01010,0,0.0
A01011,1,1.0
A01012,1,1.0
A01013,1,1.0
A01014,1,1.0
A01015,0,0.0
A01016,0,0.0
A01017,1,1.0
A01018,0,0.0
A01019,0,0.0
A01020,0,0.0
A01021,0,0.0
A01022,1,1.0
A01023,0,0.0
A01024,1,1.0
A01025,1,1.0
A01026,0,0.0
A01027,0,0.0
A01028,1,1.0
A01029,1,1.0
A01030,1,1.0
A01031,1,1.0
A01032,1,1.0
A01033,1,1.0
A01034,0,0.0
A01035,1,1.0
A01036,1,1.0
A01037,1,1.0
A01038,1,1.0
A01039,1,1.0
A01040,0,0.0
A01041,1,1.0
A01042,1,1.0
A01043,0,0.0
A01044,0,0.0
A01045,1,1.0
A01046,1,1.0
A01047,0,0.0
A01048,1,1.0
A01049,1,1.0
A01050,1,1.0
A01051,1,1.0
A01052,0,0.0
A01053,0,0.0
A01054,1,1.0
A01055,1,1.0
A01056,1,1.0
A01057,1,1.0
A01058,1,1.0
A01059,0,0.0
A01060,0,0.0
A01061,0,0.0
A01062,1,1.0
A01063,1,1.0
A01064,0,0.0
A01065,0,0.0
A01066,0,0.0
A01067,0,0.0
A01068,0,0.0
A01069,0,0.0
A01070,0,0.0
A01071,1,1.0
A01072,1,1.0
A01073,1,1.0
A01074,1,1.0
A01075,1,1.0
A01076,1,1.0
A01077,1,1.0
A01078,1,1.0
A01079,1,1.0
A01080,1,1.0
A01081,1,1.0
A01082,1,1.0
A01083,1,1.0
A01084,1,1.0
A01085,0,0.0
A01086,1,1.0
A01087,1,1.0
A01088,0,0.0
A01089,1,1.0
A01090,1,1.0
A01091,1,1.0
A01092,1,1.0
A01093,1,1.0
A01094,0,0.0
A01095,1,1.0
A01096,1,1.0
A01097,1,1.0
A01098,1,1.0
A01099,1,1.0
A01100,1,1.0
A01101,1,1.0
A01102,1,1.0
A01103,1,1.0
A01104,1,1.0
A01105,1,1.0
A01106,1,1.0
A01107,1,1.0
A01108,1,1.0
A01109,1,1.0
A01110,1,1.0
A01111,1,1.0
A01112,1,1.0
A01113,1,1.0
A01114,1,1.0
A01115,1,1.0
A01116,1,1.0
A01117,1,1.0
A01118,1,1.0
A01119,1,1.0
A01120,1,1.0
A01121,1,1.0
A01122,1,1.0
A01123,1,1.0
A01124,1,1.0
A01125,1,1.0
A01126,1,1.0
A01127,1,1.0
A01128,0,0.0
A01129,1,1.0
A01130,1,1.0
A01131,1,1.0
A01132,1,1.0
A01133,1,1.0
A01134,1,1.0
A01135,1,1.0
A01136,1,1.0
A01137,1,1.0
A01138,1,1.0
A01139,1,1.0
A01140,1,1.0
A01141,1,1.0
A01142,1,1.0
A01143,0,0.0
A01144,0,0.0
A01145,0,0.0
A01146,1,1.0
A01147,1,1.0
A01148,1,1.0
A01149,1,1.0
A01150,1,1.0
A01151,1,1.0
A01152,1,1.0
A01153,1,1.0
A01154,1,1.0
A01155,1,1.0
A01156,1,1.0
A01157,1,1.0
A01158,1,1.0
A01159,1,1.0
A01160,1,1.0
A01161,1,1.0
A01162,1,1.0
A01163,1,1.0
A01164,1,1.0
A01165,1,1.0
A01166,1,1.0
A01167,1,1.0
A01168,0,0.0
A01169,1,1.0
A01170,1,1.0
A01171,1,1.0
A01172,1,1.0
A01173,0,0.0
A01174,1,1.0
A01175,1,1.0
A01176,1,1.0
A01177,1,1.0
A01178,1,1.0
A01179,0,0.0
A01180,0,0.0
A01181,0,0.0
A01182,0,0.0
A01183,1,1.0
A01184,1,1.0
A01185,1,1.0
A01186,0,0.0
A01187,1,1.0
A01188,0,0.0
A01189,0,0.0
A01190,1,1.0
A01191,1,1.0
A01192,1,1.0
A01193,1,1.0
A01194,0,0.0
A01195,0,0.0
A01196,1,1.0
A01197,1,1.0
A01198,1,1.0
A01199,1,1.0
A01200,1,1.0
